episode,mean_return,std_return
1.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.500000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.600000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
1.700000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
1.900000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.100000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.200000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
2.300000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.400000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
2.500000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.600000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.700000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
2.800000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
2.900000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
3.000000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.100000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.200000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.400000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
3.600000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.700000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
3.800000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
3.900000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
4.000000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
4.100000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
4.200000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
4.300000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
4.400000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
4.500000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
4.600000000000000000e+01,-1.000000000000000000e+02,0.000000000000000000e+00
4.700000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
4.800000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
4.900000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
5.000000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
5.100000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
5.200000000000000000e+01,-9.400000000000000000e+01,3.411744421846395880e+01
5.300000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
5.400000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
5.500000000000000000e+01,-9.400000000000000000e+01,3.411744421846395880e+01
5.600000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
5.700000000000000000e+01,-8.800000000000000000e+01,4.749736834815166731e+01
5.800000000000000000e+01,-9.000000000000000000e+01,4.358898943540673798e+01
5.900000000000000000e+01,-8.800000000000000000e+01,4.749736834815166731e+01
6.000000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
6.100000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
6.200000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
6.300000000000000000e+01,-9.800000000000000000e+01,1.989974874213239886e+01
6.400000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
6.500000000000000000e+01,-9.400000000000000000e+01,3.411744421846395880e+01
6.600000000000000000e+01,-9.600000000000000000e+01,2.800000000000000000e+01
6.700000000000000000e+01,-8.800000000000000000e+01,4.749736834815166731e+01
6.800000000000000000e+01,-9.400000000000000000e+01,3.411744421846395880e+01
6.900000000000000000e+01,-9.200000000000000000e+01,3.919183588453084610e+01
7.000000000000000000e+01,-8.000000000000000000e+01,6.000000000000000000e+01
7.100000000000000000e+01,-9.400000000000000000e+01,3.411744421846395880e+01
7.200000000000000000e+01,-8.800000000000000000e+01,4.749736834815166731e+01
7.300000000000000000e+01,-9.000000000000000000e+01,4.358898943540673798e+01
7.400000000000000000e+01,-8.600000000000000000e+01,5.102940328869229347e+01
7.500000000000000000e+01,-9.000000000000000000e+01,4.358898943540673798e+01
7.600000000000000000e+01,-9.000000000000000000e+01,4.358898943540673798e+01
7.700000000000000000e+01,-8.200000000000000000e+01,5.723635208501674043e+01
7.800000000000000000e+01,-8.600000000000000000e+01,5.102940328869229347e+01
7.900000000000000000e+01,-8.600000000000000000e+01,5.102940328869229347e+01
8.000000000000000000e+01,-8.400000000000000000e+01,5.425863986500214509e+01
8.100000000000000000e+01,-8.800000000000000000e+01,4.749736834815166731e+01
8.200000000000000000e+01,-8.600000000000000000e+01,5.102940328869229347e+01
8.300000000000000000e+01,-8.400000000000000000e+01,5.425863986500214509e+01
8.400000000000000000e+01,-7.600000000000000000e+01,6.499230723708768664e+01
8.500000000000000000e+01,-8.400000000000000000e+01,5.425863986500214509e+01
8.600000000000000000e+01,-8.600000000000000000e+01,5.102940328869229347e+01
8.700000000000000000e+01,-7.800000000000000000e+01,6.257795138864806006e+01
8.800000000000000000e+01,-8.800000000000000000e+01,4.749736834815166731e+01
8.900000000000000000e+01,-8.000000000000000000e+01,6.000000000000000000e+01
9.000000000000000000e+01,-8.400000000000000000e+01,5.425863986500214509e+01
9.100000000000000000e+01,-9.000000000000000000e+01,4.358898943540673798e+01
9.200000000000000000e+01,-8.600000000000000000e+01,5.102940328869229347e+01
9.300000000000000000e+01,-8.400000000000000000e+01,5.425863986500214509e+01
9.400000000000000000e+01,-7.800000000000000000e+01,6.257795138864806006e+01
9.500000000000000000e+01,-8.000000000000000000e+01,6.000000000000000000e+01
9.600000000000000000e+01,-7.500000000000000000e+01,6.538348415311010342e+01
9.700000000000000000e+01,-8.200000000000000000e+01,5.723635208501674043e+01
9.800000000000000000e+01,-7.800000000000000000e+01,6.257795138864806006e+01
9.900000000000000000e+01,-7.400000000000000000e+01,6.726068688320094680e+01
1.000000000000000000e+02,-7.400000000000000000e+01,6.726068688320094680e+01
1.010000000000000000e+02,-7.400000000000000000e+01,6.726068688320094680e+01
1.020000000000000000e+02,-7.600000000000000000e+01,6.499230723708768664e+01
1.030000000000000000e+02,-7.600000000000000000e+01,6.499230723708768664e+01
1.040000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.050000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.060000000000000000e+02,-7.300000000000000000e+01,6.760917097554147404e+01
1.070000000000000000e+02,-7.300000000000000000e+01,6.760917097554147404e+01
1.080000000000000000e+02,-7.600000000000000000e+01,6.499230723708768664e+01
1.090000000000000000e+02,-8.200000000000000000e+01,5.723635208501674043e+01
1.100000000000000000e+02,-6.800000000000000000e+01,7.332121111929343726e+01
1.110000000000000000e+02,-7.400000000000000000e+01,6.726068688320094680e+01
1.120000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.130000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.140000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.150000000000000000e+02,-7.800000000000000000e+01,6.257795138864806006e+01
1.160000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.170000000000000000e+02,-7.300000000000000000e+01,6.760917097554147404e+01
1.180000000000000000e+02,-6.300000000000000000e+01,7.701298591796061999e+01
1.190000000000000000e+02,-6.600000000000000000e+01,7.512655988397179385e+01
1.200000000000000000e+02,-6.600000000000000000e+01,7.512655988397179385e+01
1.210000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.220000000000000000e+02,-7.200000000000000000e+01,6.939740629158988838e+01
1.230000000000000000e+02,-6.400000000000000000e+01,7.683749084919418237e+01
1.240000000000000000e+02,-6.600000000000000000e+01,7.512655988397179385e+01
1.250000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.260000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.270000000000000000e+02,-6.600000000000000000e+01,7.512655988397179385e+01
1.280000000000000000e+02,-6.700000000000000000e+01,7.355949972641195700e+01
1.290000000000000000e+02,-6.400000000000000000e+01,7.683749084919418237e+01
1.300000000000000000e+02,-6.400000000000000000e+01,7.683749084919418237e+01
1.310000000000000000e+02,-6.500000000000000000e+01,7.533259586659681872e+01
1.320000000000000000e+02,-6.100000000000000000e+01,7.860661549767932854e+01
1.330000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.340000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.350000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.360000000000000000e+02,-6.400000000000000000e+01,7.683749084919418237e+01
1.370000000000000000e+02,-5.900000000000000000e+01,8.011866199581717751e+01
1.380000000000000000e+02,-5.600000000000000000e+01,8.284926070883192040e+01
1.390000000000000000e+02,-5.800000000000000000e+01,8.146164741766520478e+01
1.400000000000000000e+02,-5.500000000000000000e+01,8.291561975888500058e+01
1.410000000000000000e+02,-6.600000000000000000e+01,7.512655988397179385e+01
1.420000000000000000e+02,-6.400000000000000000e+01,7.683749084919418237e+01
1.430000000000000000e+02,-6.100000000000000000e+01,7.860661549767932854e+01
1.440000000000000000e+02,-6.400000000000000000e+01,7.683749084919418237e+01
1.450000000000000000e+02,-6.200000000000000000e+01,7.846018098373212979e+01
1.460000000000000000e+02,-6.300000000000000000e+01,7.701298591796061999e+01
1.470000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.480000000000000000e+02,-6.700000000000000000e+01,7.355949972641195700e+01
1.490000000000000000e+02,-6.600000000000000000e+01,7.512655988397179385e+01
1.500000000000000000e+02,-6.300000000000000000e+01,7.701298591796061999e+01
1.510000000000000000e+02,-5.900000000000000000e+01,8.011866199581717751e+01
1.520000000000000000e+02,-6.100000000000000000e+01,7.860661549767932854e+01
1.530000000000000000e+02,-5.400000000000000000e+01,8.416650165000325501e+01
1.540000000000000000e+02,-5.800000000000000000e+01,8.146164741766520478e+01
1.550000000000000000e+02,-5.600000000000000000e+01,8.284926070883192040e+01
1.560000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.570000000000000000e+02,-4.900000000000000000e+01,8.659676668328904725e+01
1.580000000000000000e+02,-5.300000000000000000e+01,8.420807562223471621e+01
1.590000000000000000e+02,-6.000000000000000000e+01,8.000000000000000000e+01
1.600000000000000000e+02,-5.400000000000000000e+01,8.416650165000325501e+01
1.610000000000000000e+02,-4.500000000000000000e+01,8.874119674649423928e+01
1.620000000000000000e+02,-5.700000000000000000e+01,8.155366331440912120e+01
1.630000000000000000e+02,-5.200000000000000000e+01,8.541662601625048978e+01
1.640000000000000000e+02,-5.600000000000000000e+01,8.284926070883192040e+01
1.650000000000000000e+02,-4.400000000000000000e+01,8.979977728257459546e+01
1.660000000000000000e+02,-4.800000000000000000e+01,8.772684879784523559e+01
1.670000000000000000e+02,-5.500000000000000000e+01,8.291561975888500058e+01
1.680000000000000000e+02,-5.200000000000000000e+01,8.541662601625048978e+01
1.690000000000000000e+02,-4.600000000000000000e+01,8.879189152169244892e+01
1.700000000000000000e+02,-5.400000000000000000e+01,8.296987405076616540e+01
1.710000000000000000e+02,-6.100000000000000000e+01,7.860661549767932854e+01
1.720000000000000000e+02,-5.800000000000000000e+01,8.022468448052632084e+01
1.730000000000000000e+02,-5.000000000000000000e+01,8.660254037844386232e+01
1.740000000000000000e+02,-5.500000000000000000e+01,8.291561975888500058e+01
1.750000000000000000e+02,-5.100000000000000000e+01,8.543418519538884937e+01
1.760000000000000000e+02,-5.400000000000000000e+01,8.416650165000325501e+01
1.770000000000000000e+02,-4.900000000000000000e+01,8.659676668328904725e+01
1.780000000000000000e+02,-4.600000000000000000e+01,8.765842800324450934e+01
1.790000000000000000e+02,-4.600000000000000000e+01,8.765842800324450934e+01
1.800000000000000000e+02,-5.400000000000000000e+01,8.416650165000325501e+01
1.810000000000000000e+02,-4.600000000000000000e+01,8.879189152169244892e+01
1.820000000000000000e+02,-5.100000000000000000e+01,8.543418519538884937e+01
1.830000000000000000e+02,-4.800000000000000000e+01,8.772684879784523559e+01
1.840000000000000000e+02,-4.700000000000000000e+01,8.769834662067466979e+01
1.850000000000000000e+02,-5.000000000000000000e+01,8.660254037844386232e+01
1.860000000000000000e+02,-5.100000000000000000e+01,8.543418519538884937e+01
1.870000000000000000e+02,-4.900000000000000000e+01,8.659676668328904725e+01
1.880000000000000000e+02,-4.300000000000000000e+01,8.972736483370053406e+01
1.890000000000000000e+02,-4.200000000000000000e+01,9.075241043630741444e+01
1.900000000000000000e+02,-3.700000000000000000e+01,9.127431182978045854e+01
1.910000000000000000e+02,-4.400000000000000000e+01,8.979977728257459546e+01
1.920000000000000000e+02,-4.400000000000000000e+01,8.979977728257459546e+01
1.930000000000000000e+02,-3.500000000000000000e+01,9.313968005098578828e+01
1.940000000000000000e+02,-4.600000000000000000e+01,8.879189152169244892e+01
1.950000000000000000e+02,-4.600000000000000000e+01,8.879189152169244892e+01
1.960000000000000000e+02,-3.700000000000000000e+01,9.236341266973627739e+01
1.970000000000000000e+02,-3.600000000000000000e+01,9.329523031752481188e+01
1.980000000000000000e+02,-3.600000000000000000e+01,9.329523031752481188e+01
1.990000000000000000e+02,-4.000000000000000000e+01,9.165151389911679303e+01
2.000000000000000000e+02,-4.600000000000000000e+01,8.765842800324450934e+01
2.010000000000000000e+02,-3.700000000000000000e+01,9.236341266973627739e+01
2.020000000000000000e+02,-4.200000000000000000e+01,9.075241043630741444e+01
2.030000000000000000e+02,-4.000000000000000000e+01,9.165151389911679303e+01
2.040000000000000000e+02,-4.400000000000000000e+01,8.979977728257459546e+01
2.050000000000000000e+02,-3.700000000000000000e+01,9.236341266973627739e+01
2.060000000000000000e+02,-3.500000000000000000e+01,9.313968005098578828e+01
2.070000000000000000e+02,-3.800000000000000000e+01,9.249864863877742494e+01
2.080000000000000000e+02,-3.700000000000000000e+01,9.236341266973627739e+01
2.090000000000000000e+02,-3.400000000000000000e+01,9.404254356406997317e+01
2.100000000000000000e+02,-3.800000000000000000e+01,9.249864863877742494e+01
2.110000000000000000e+02,-2.700000000000000000e+01,9.365361712181756104e+01
2.120000000000000000e+02,-3.900000000000000000e+01,9.153687781435414195e+01
2.130000000000000000e+02,-3.900000000000000000e+01,9.153687781435414195e+01
2.140000000000000000e+02,-3.600000000000000000e+01,9.329523031752481188e+01
2.150000000000000000e+02,-3.600000000000000000e+01,9.221713506718802478e+01
2.160000000000000000e+02,-3.400000000000000000e+01,9.297311439335567229e+01
2.170000000000000000e+02,-3.600000000000000000e+01,9.329523031752481188e+01
2.180000000000000000e+02,-2.900000000000000000e+01,9.517877914745491807e+01
2.190000000000000000e+02,-3.500000000000000000e+01,9.313968005098578828e+01
2.200000000000000000e+02,-3.200000000000000000e+01,9.368030742904295494e+01
2.210000000000000000e+02,-3.100000000000000000e+01,9.348261870529729833e+01
2.220000000000000000e+02,-3.000000000000000000e+01,9.539392014169456502e+01
2.230000000000000000e+02,-3.300000000000000000e+01,9.386692708297209720e+01
2.240000000000000000e+02,-3.900000000000000000e+01,9.153687781435414195e+01
2.250000000000000000e+02,-3.200000000000000000e+01,9.474175425861608346e+01
2.260000000000000000e+02,-3.300000000000000000e+01,9.386692708297209720e+01
2.270000000000000000e+02,-3.700000000000000000e+01,9.236341266973627739e+01
2.280000000000000000e+02,-3.400000000000000000e+01,9.297311439335567229e+01
2.290000000000000000e+02,-3.700000000000000000e+01,9.236341266973627739e+01
2.300000000000000000e+02,-3.000000000000000000e+01,9.433981132056604224e+01
2.310000000000000000e+02,-2.800000000000000000e+01,9.600000000000000000e+01
2.320000000000000000e+02,-3.300000000000000000e+01,9.386692708297209720e+01
2.330000000000000000e+02,-3.600000000000000000e+01,9.221713506718802478e+01
2.340000000000000000e+02,-2.700000000000000000e+01,9.365361712181756104e+01
2.350000000000000000e+02,-3.400000000000000000e+01,9.189124006128113820e+01
2.360000000000000000e+02,-3.300000000000000000e+01,9.386692708297209720e+01
2.370000000000000000e+02,-2.800000000000000000e+01,9.389355675444402038e+01
2.380000000000000000e+02,-3.200000000000000000e+01,9.474175425861608346e+01
2.390000000000000000e+02,-3.300000000000000000e+01,9.279547402756236352e+01
2.400000000000000000e+02,-3.400000000000000000e+01,9.297311439335567229e+01
2.410000000000000000e+02,-3.000000000000000000e+01,9.433981132056604224e+01
2.420000000000000000e+02,-2.700000000000000000e+01,9.576533819707420037e+01
2.430000000000000000e+02,-3.300000000000000000e+01,9.386692708297209720e+01
2.440000000000000000e+02,-2.700000000000000000e+01,9.365361712181756104e+01
2.450000000000000000e+02,-2.200000000000000000e+01,9.547774609824008962e+01
2.460000000000000000e+02,-2.600000000000000000e+01,9.340235543068493484e+01
2.470000000000000000e+02,-2.300000000000000000e+01,9.680392554023829632e+01
2.480000000000000000e+02,-2.400000000000000000e+01,9.604165762834375641e+01
2.490000000000000000e+02,-2.900000000000000000e+01,9.517877914745491807e+01
2.500000000000000000e+02,-2.100000000000000000e+01,9.622369770487932783e+01
2.510000000000000000e+02,-2.200000000000000000e+01,9.651942809610923746e+01
2.520000000000000000e+02,-1.700000000000000000e+01,9.597395480024775338e+01
2.530000000000000000e+02,-2.200000000000000000e+01,9.651942809610923746e+01
2.540000000000000000e+02,-1.700000000000000000e+01,9.701030873056738812e+01
2.550000000000000000e+02,-1.700000000000000000e+01,9.597395480024775338e+01
2.560000000000000000e+02,-1.400000000000000000e+01,9.800000000000000000e+01
2.570000000000000000e+02,-1.600000000000000000e+01,9.769339793455850440e+01
2.580000000000000000e+02,-1.400000000000000000e+01,9.697422337920525592e+01
2.590000000000000000e+02,-1.800000000000000000e+01,9.734474818910365457e+01
2.600000000000000000e+02,-1.600000000000000000e+01,9.769339793455850440e+01
2.610000000000000000e+02,-1.200000000000000000e+01,9.826494797230597555e+01
2.620000000000000000e+02,-8.000000000000000000e+00,9.867117106835208062e+01
2.630000000000000000e+02,-1.300000000000000000e+01,9.762684057163788509e+01
2.640000000000000000e+02,-1.200000000000000000e+01,9.724196624914574727e+01
2.650000000000000000e+02,-1.400000000000000000e+01,9.697422337920525592e+01
2.660000000000000000e+02,-1.800000000000000000e+01,9.734474818910365457e+01
2.670000000000000000e+02,-1.800000000000000000e+01,9.734474818910365457e+01
2.680000000000000000e+02,-1.000000000000000000e+01,9.848857801796104638e+01
2.690000000000000000e+02,-1.300000000000000000e+01,9.762684057163788509e+01
2.700000000000000000e+02,-7.000000000000000000e+00,9.721625378505386550e+01
2.710000000000000000e+02,-1.900000000000000000e+01,9.766780431646859029e+01
2.720000000000000000e+02,-1.000000000000000000e+01,9.848857801796104638e+01
2.730000000000000000e+02,-1.100000000000000000e+01,9.888882646689665989e+01
2.740000000000000000e+02,-1.100000000000000000e+01,9.787236586493656887e+01
2.750000000000000000e+02,-5.000000000000000000e+00,9.630680142129111232e+01
2.760000000000000000e+02,-8.000000000000000000e+00,9.662297863344930704e+01
2.770000000000000000e+02,-8.000000000000000000e+00,9.765244492586961655e+01
2.780000000000000000e+02,-1.100000000000000000e+01,9.684523736353791890e+01
2.790000000000000000e+02,-1.000000000000000000e+01,9.746794344808964183e+01
2.800000000000000000e+02,-1.400000000000000000e+01,9.800000000000000000e+01
2.810000000000000000e+02,-1.000000000000000000e+01,9.848857801796104638e+01
2.820000000000000000e+02,-1.400000000000000000e+01,9.697422337920525592e+01
2.830000000000000000e+02,-7.000000000000000000e+00,9.925220400575496171e+01
2.840000000000000000e+02,-1.300000000000000000e+01,9.762684057163788509e+01
2.850000000000000000e+02,-5.000000000000000000e+00,9.836157786453000540e+01
2.860000000000000000e+02,-6.000000000000000000e+00,9.779570542718120407e+01
2.870000000000000000e+02,-2.000000000000000000e+00,9.693296652842107619e+01
2.880000000000000000e+02,-5.000000000000000000e+00,9.733961166965892176e+01
2.890000000000000000e+02,-6.000000000000000000e+00,9.779570542718120407e+01
2.900000000000000000e+02,-2.000000000000000000e+00,9.693296652842107619e+01
2.910000000000000000e+02,-4.000000000000000000e+00,9.583318840568750829e+01
2.920000000000000000e+02,-9.000000000000000000e+00,9.807650075323853400e+01
2.930000000000000000e+02,-3.000000000000000000e+00,9.638983348880731228e+01
2.940000000000000000e+02,-3.000000000000000000e+00,9.844287683728060756e+01
2.950000000000000000e+02,-7.000000000000000000e+00,9.823950325607312095e+01
2.960000000000000000e+02,-1.300000000000000000e+01,9.762684057163788509e+01
2.970000000000000000e+02,0.000000000000000000e+00,9.797958971132712236e+01
2.980000000000000000e+02,-2.000000000000000000e+00,9.693296652842107619e+01
2.990000000000000000e+02,3.000000000000000000e+00,9.638983348880731228e+01
3.000000000000000000e+02,-3.000000000000000000e+00,9.844287683728060756e+01
3.010000000000000000e+02,-3.000000000000000000e+00,9.742176348229382654e+01
3.020000000000000000e+02,-4.000000000000000000e+00,9.891410415102591003e+01
3.030000000000000000e+02,4.000000000000000000e+00,9.583318840568750829e+01
3.040000000000000000e+02,1.000000000000000000e+00,9.746281342132495240e+01
3.050000000000000000e+02,0.000000000000000000e+00,9.591663046625438938e+01
3.060000000000000000e+02,2.000000000000000000e+00,9.693296652842107619e+01
3.070000000000000000e+02,-1.000000000000000000e+00,9.643132271207318240e+01
3.080000000000000000e+02,3.000000000000000000e+00,9.742176348229382654e+01
3.090000000000000000e+02,-6.000000000000000000e+00,9.779570542718120407e+01
3.100000000000000000e+02,-5.000000000000000000e+00,9.836157786453000540e+01
3.110000000000000000e+02,0.000000000000000000e+00,9.797958971132712236e+01
3.120000000000000000e+02,-1.000000000000000000e+00,9.643132271207318240e+01
3.130000000000000000e+02,6.000000000000000000e+00,9.676776322722355417e+01
3.140000000000000000e+02,-2.000000000000000000e+00,9.693296652842107619e+01
3.150000000000000000e+02,5.000000000000000000e+00,9.630680142129111232e+01
3.160000000000000000e+02,-1.000000000000000000e+00,9.746281342132495240e+01
3.170000000000000000e+02,-1.000000000000000000e+00,9.848350115628505819e+01
3.180000000000000000e+02,3.000000000000000000e+00,9.742176348229382654e+01
3.190000000000000000e+02,-2.000000000000000000e+00,9.795917517006765252e+01
3.200000000000000000e+02,7.000000000000000000e+00,9.823950325607312095e+01
3.210000000000000000e+02,1.000000000000000000e+00,9.848350115628505819e+01
3.220000000000000000e+02,1.000000000000000000e+01,9.643650760992954929e+01
3.230000000000000000e+02,6.000000000000000000e+00,9.572878355019456365e+01
3.240000000000000000e+02,2.000000000000000000e+00,9.693296652842107619e+01
3.250000000000000000e+02,9.000000000000000000e+00,9.705153270299238955e+01
3.260000000000000000e+02,1.100000000000000000e+01,9.580709785814410395e+01
3.270000000000000000e+02,1.100000000000000000e+01,9.684523736353791890e+01
3.280000000000000000e+02,2.000000000000000000e+00,9.693296652842107619e+01
3.290000000000000000e+02,7.000000000000000000e+00,9.823950325607312095e+01
3.300000000000000000e+02,5.000000000000000000e+00,9.733961166965892176e+01
